id,event_id,player_id,outcome,min,sec,displaymin,side,x,y,to,to_x,to_y,to_z,field_pass,type,period,team,qualifiers/31
,,15207,1,0,0,1,H,0,0,41316,,,,f,102,1,357,
,,41316,1,0,0,1,H,0,0,15208,,,,f,102,1,357,
,,15208,1,0,0,1,H,0,0,40691,,,,f,102,1,357,
,,40691,1,0,0,1,H,0,0,38392,,,,f,102,1,357,
,,38392,1,0,0,1,H,0,0,100927,,,,f,102,1,357,
,,100927,1,0,0,1,H,0,0,44989,,,,f,102,1,357,
,,44989,1,0,0,1,H,0,0,5155,,,,f,102,1,357,
,,5155,1,0,0,1,H,0,0,55634,,,,f,102,1,357,
,,55634,1,0,0,1,H,0,0,37605,,,,f,102,1,357,
,,37605,1,0,0,1,H,0,0,,,,,f,102,1,357,
,,20388,1,0,0,1,H,0,0,15207,,,,f,102,1,357,
,,42899,1,0,0,1,A,0,0,20658,,,,f,102,1,632,
,,55661,1,0,0,1,A,0,0,,,,,f,102,1,632,
,,58893,1,0,0,1,A,0,0,32644,,,,f,102,1,632,
,,32644,1,0,0,1,A,0,0,15312,,,,f,102,1,632,
,,15312,1,0,0,1,A,0,0,28525,,,,f,102,1,632,
,,28525,1,0,0,1,A,0,0,45154,,,,f,102,1,632,
,,45154,1,0,0,1,A,0,0,39462,,,,f,102,1,632,
,,39462,1,0,0,1,A,0,0,40232,,,,f,102,1,632,
,,40232,1,0,0,1,A,0,0,19054,,,,f,102,1,632,
,,19054,1,0,0,1,A,0,0,55661,,,,f,102,1,632,
,,20658,1,0,0,1,A,0,0,58893,,,,f,102,1,632,
2137779383,1,55661,1,0,0,1,A,0,0,,,,,f,34,1,632,
913777259,1,37605,1,0,0,1,H,0,0,,,,,f,34,1,357,
591083398,3,5155,1,0,1,1,H,49.9,49.3,55634,50.6,48.2,,t,1,1,357,
,,55634,1,0,1,1,H,50.6,48.2,,,,,t,100,1,357,
1044916962,4,55634,1,0,2,1,H,50.6,48.2,44989,37.5,50.7,,t,1,1,357,
,,44989,1,0,3,1,H,37.5,50.7,,,,,t,100,1,357,
931446433,5,44989,1,0,4,1,H,37.5,50.7,40691,29.8,15.9,,t,1,1,357,
1263382287,6,40691,0,0,7,1,H,32.7,8.9,,73.6,38.9,,t,1,1,357,
1762269680,3,28525,1,0,10,1,A,25,67.9,32644,,,,f,12,1,632,
324899756,4,32644,1,0,11,1,A,30.6,80,58893,22,92.1,,t,1,1,632,
1217399647,5,58893,1,0,12,1,A,22,92.1,,,,,f,49,1,632,
1715794506,6,58893,1,0,13,1,A,22.7,93.9,40232,43.7,84.8,,t,1,1,632,
1918439832,7,40232,1,0,17,1,A,39,69.8,,,,,f,50,1,632,
56369329,7,40691,1,0,17,1,H,61,30.2,44989,,,,f,7,1,357,
1581224395,8,44989,1,0,19,1,H,62.9,44.9,,,,,f,49,1,357,
1710651419,9,44989,1,0,19,1,H,62.9,44.9,55634,72.2,43.1,,t,1,1,357,
2055370279,10,55634,0,0,21,1,H,71.3,43.6,,72.3,84.1,,t,1,1,357,
1295983062,8,20658,1,0,23,1,A,26.4,9.2,45154,34.2,8.2,,t,1,1,632,
1654892502,9,45154,0,0,26,1,A,37.4,5.6,,57.6,15.9,,t,1,1,632,
1638282082,11,15208,1,0,29,1,H,37.2,82.1,,,,,f,49,1,357,
892440043,12,15208,1,0,30,1,H,38.1,82,38392,31,87.2,,t,1,1,357,
,,38392,1,0,30,1,H,31,87.2,,,,,t,100,1,357,
1799712277,13,38392,1,0,31,1,H,31,87.2,41316,37.5,96.3,,t,1,1,357,
,,41316,1,0,35,1,H,37.5,96.3,,42.6,96.6,,t,101,1,357,
,,41316,1,0,35,1,H,37.5,96.3,,,,,t,100,1,357,
1724798910,14,41316,1,0,36,1,H,42.6,96.6,38392,26.6,82.3,,t,1,1,357,
,,38392,1,0,38,1,H,26.6,82.3,,26.2,80.2,,t,101,1,357,
,,38392,1,0,38,1,H,26.6,82.3,,,,,t,100,1,357,
1264967328,15,38392,1,0,39,1,H,26.2,80.2,15208,30.1,53,,t,1,1,357,
,,15208,1,0,41,1,H,30.1,53,,31.7,51.2,,t,101,1,357,
,,15208,1,0,41,1,H,30.1,53,,,,,t,100,1,357,
615033104,16,15208,1,0,42,1,H,31.7,51.2,40691,34.1,29.4,,t,1,1,357,
1236580303,17,40691,0,0,46,1,H,49.4,32.4,,72.1,100,,t,1,1,357,
760376653,10,55661,1,0,49,1,A,28.6,-1.4,,,,,f,5,1,632,
856149501,18,40691,0,0,49,1,H,71.4,101.4,,,,,f,5,1,357,
1051190815,11,20658,0,1,3,2,A,29.3,0,,33,16.2,,f,1,1,632,
945928669,19,44989,1,1,4,2,H,63.7,90.5,,,,,f,49,1,357,
426434267,37,44989,1,1,4,2,H,62.8,87.6,15208,62.7,79.6,,t,1,1,357,
,,15208,1,1,5,2,H,62.7,79.6,,59.1,74.8,,t,101,1,357,
,,15208,1,1,5,2,H,62.7,79.6,,,,,t,100,1,357,
721725026,20,15208,1,1,6,2,H,59.1,74.8,5155,74.7,72.3,,t,1,1,357,
65497690,21,5155,0,1,8,2,H,73.9,72.3,,97.6,78.1,,t,1,1,357,
296512455,12,42899,1,1,14,2,A,4.3,25,,,,,f,49,1,632,
1746112964,13,42899,1,1,16,2,A,9.7,35.8,58893,21.8,94.1,,t,1,1,632,
1626391621,14,58893,0,1,22,2,A,22.7,95.3,,59.5,96.5,,t,1,1,632,
1980074367,22,40691,1,1,27,2,H,37.7,14.1,,,,,f,49,1,357,
746545961,23,40691,1,1,27,2,H,37.7,14.1,15208,45.8,27.4,,t,1,1,357,
,,15208,1,1,28,2,H,45.8,27.4,,,,,t,100,1,357,
,,15208,1,1,28,2,H,45.8,27.4,,45.4,27,,t,101,1,357,
1909319440,24,15208,1,1,29,2,H,45.4,27,44989,55,26.2,,t,1,1,357,
,,44989,1,1,31,2,H,55,26.2,,55,27,,t,101,1,357,
,,44989,1,1,31,2,H,55,26.2,,,,,t,100,1,357,
901497863,25,44989,1,1,32,2,H,55,27,100927,68.7,22.7,,t,1,1,357,
,,100927,1,1,33,2,H,68.7,22.7,,68.3,21.5,,t,101,1,357,
,,100927,1,1,33,2,H,68.7,22.7,,,,,t,100,1,357,
541942691,26,100927,1,1,34,2,H,68.3,21.5,55634,72.9,3.2,,t,1,1,357,
,,55634,1,1,35,2,H,72.9,3.2,,72.9,3.4,,t,101,1,357,
,,55634,1,1,35,2,H,72.9,3.2,,,,,t,100,1,357,
1509571235,27,55634,1,1,36,2,H,72.9,3.4,37605,75,34.2,,t,1,1,357,
778989172,28,37605,0,1,39,2,H,76.5,39.2,,87.7,33.6,,t,1,1,357,
788106908,15,32644,1,1,40,2,A,14.3,70.2,,,,,f,12,1,632,
1927310886,29,38392,1,1,47,2,H,25.5,89.1,41316,49.5,98.9,,t,1,1,357,
2004253421,30,41316,0,1,48,2,H,49.5,98.9,,,,,f,61,1,357,
1530128434,16,40232,1,1,49,2,A,48.2,-1.6,,,,,f,5,1,632,
31394708,31,41316,0,1,49,2,H,51.8,101.6,,,,,f,5,1,357,
216580942,17,20658,1,2,1,3,A,46.5,0,19054,47.3,9.1,,f,1,1,632,
,,19054,1,2,2,3,A,47.3,9.1,,,,,f,100,1,632,
848563727,18,19054,1,2,3,3,A,47.3,9.1,20658,48,1.9,,t,1,1,632,
,,20658,1,2,4,3,A,48,1.9,,,,,t,100,1,632,
458617063,19,20658,1,2,5,3,A,48,1.9,15312,34,5.3,,t,1,1,632,
712036078,20,15312,0,2,7,3,A,34,5.3,19054,39.5,9.5,,t,1,1,632,
1396161586,21,19054,1,2,7,3,A,0,0,,31.2,6.5,,f,43,1,632,
1566503536,32,44989,1,2,7,3,H,60.4,82.6,,,,,f,8,1,357,
1810671146,33,44989,1,2,7,3,H,60.4,82.6,,,,,f,49,1,357,
252090000,34,44989,1,2,7,3,H,60.4,82.6,5155,64.4,97.2,,t,1,1,357,
418387202,35,5155,0,2,8,3,H,64.4,97.2,,67.6,76.4,,t,1,1,357,
983681030,22,32644,0,2,10,3,A,29.9,26.5,58893,,,,f,61,1,632,
637890558,23,58893,0,2,12,3,A,26,40.8,,,,,f,4,1,632,
1939514850,36,55634,1,2,12,3,H,72.8,53.8,,,,,f,4,1,357,
1825791178,38,55634,1,3,19,4,H,72.4,54,15207,72.7,49.3,,f,1,1,357,
,,15207,1,3,19,4,H,72.7,49.3,,,,,f,100,1,357,
663453905,39,15207,1,3,20,4,H,72.7,49.3,44989,72.5,52.4,,t,1,1,357,
,,44989,1,3,20,4,H,72.5,52.4,,,,,t,100,1,357,
1782487843,40,44989,1,3,21,4,H,72.5,52.4,,100,50,0,f,15,1,357,
524964942,24,55661,1,3,21,4,A,15.6,49.7,,,,,f,10,1,632,
670829361,41,38392,0,3,24,4,H,56,67.3,,66.4,75.1,,t,1,1,357,
1565254205,25,39462,1,3,27,4,A,38,20.7,45154,60.9,13.1,,t,1,1,632,
2048913272,26,45154,1,3,31,4,A,63.2,14,,,,,f,49,1,632,
191428704,27,45154,0,3,32,4,A,67.9,24.4,,78.6,30.9,,t,1,1,632,
2131142908,42,40691,1,3,34,4,H,21.3,68.8,,,,,f,12,1,357,
909768531,28,40232,1,3,35,4,A,89.9,27,55661,100,99.3,11.1,f,13,1,632,
1983660588,29,55661,0,3,42,4,A,95.8,101.2,,,,,f,5,1,632,
1641697832,43,40691,1,3,42,4,H,4.2,-1.2,15207,,,,f,5,1,357,
893912561,44,15207,1,3,52,4,H,3.2,0,,8.4,14.6,,f,1,1,357,
601801499,30,58893,1,3,53,4,A,0,0,,53.7,92.7,,f,43,1,632,
1077101582,45,40691,0,3,53,4,H,8.4,14.6,,42.5,24.1,,t,1,1,357,
1311378604,31,28525,0,3,55,4,A,53.7,92.7,,62.8,100,,t,1,1,632,
925351528,32,28525,0,3,55,4,A,62.7,101.3,,,,,f,5,1,632,
367805567,46,40691,1,3,55,4,H,37.3,-1.3,15207,,,,f,5,1,357,
163398556,47,15207,1,4,10,5,H,39,0,5155,55.4,14.9,,f,1,1,357,
,,5155,1,4,11,5,H,55.4,14.9,,,,,f,100,1,357,
,,5155,1,4,11,5,H,55.4,14.9,,54.9,12.6,,f,101,1,357,
1737828861,48,5155,1,4,12,5,H,54.9,12.6,55634,62.6,16.1,,t,1,1,357,
,,55634,1,4,13,5,H,62.6,16.1,,,,,t,100,1,357,
1518255616,49,55634,1,4,14,5,H,62.6,16.1,100927,55,19.8,,t,1,1,357,
,,100927,1,4,15,5,H,55,19.8,,,,,t,100,1,357,
215289384,50,100927,1,4,16,5,H,55,19.8,15208,39.8,19.1,,t,1,1,357,
,,15208,1,4,17,5,H,39.8,19.1,,,,,t,100,1,357,
,,15208,1,4,17,5,H,39.8,19.1,,37.4,33.6,,t,101,1,357,
1559832067,51,15208,1,4,18,5,H,37.4,33.6,38392,33.7,52.5,,t,1,1,357,
,,38392,1,4,18,5,H,33.7,52.5,,,,,t,100,1,357,
1481069404,52,38392,1,4,19,5,H,33.7,52.5,41316,45.4,89.7,,t,1,1,357,
,,41316,1,4,21,5,H,45.4,89.7,,,,,t,100,1,357,
1307617596,53,41316,1,4,22,5,H,45.4,89.7,44989,41.2,83.5,,t,1,1,357,
,,44989,1,4,23,5,H,41.2,83.5,,41.1,85.3,,t,101,1,357,
,,44989,1,4,23,5,H,41.2,83.5,,,,,t,100,1,357,
212850435,54,44989,1,4,24,5,H,41.1,85.3,41316,43.9,96,,t,1,1,357,
,,41316,1,4,27,5,H,43.9,96,,40.2,91.4,,t,101,1,357,
,,41316,1,4,27,5,H,43.9,96,,,,,t,100,1,357,
1676519995,55,41316,1,4,28,5,H,40.2,91.4,38392,28.4,75,,t,1,1,357,
,,38392,1,4,29,5,H,28.4,75,,,,,t,100,1,357,
,,38392,1,4,29,5,H,28.4,75,,26.4,73.5,,t,101,1,357,
408072413,56,38392,1,4,30,5,H,26.4,73.5,15208,32.1,60.2,,t,1,1,357,
,,15208,1,4,34,5,H,32.1,60.2,,,,,t,100,1,357,
,,15208,1,4,34,5,H,32.1,60.2,,46.3,60.8,,t,101,1,357,
2015706292,57,15208,1,4,35,5,H,46.3,60.8,37605,60,85.6,,t,1,1,357,
,,37605,1,4,36,5,H,60,85.6,,,,,t,100,1,357,
827718299,58,37605,1,4,37,5,H,60,85.6,41316,43.4,91.4,,t,1,1,357,
,,41316,1,4,37,5,H,43.4,91.4,,,,,t,100,1,357,
2013362306,59,41316,1,4,38,5,H,43.4,91.4,44989,43.1,74.8,,t,1,1,357,
,,44989,1,4,39,5,H,43.1,74.8,,,,,t,100,1,357,
,,44989,1,4,39,5,H,43.1,74.8,,43.7,70,,t,101,1,357,
988334709,60,44989,1,4,40,5,H,43.7,70,15208,39,62.1,,t,1,1,357,
,,15208,1,4,44,5,H,39,62.1,,44.7,43,,t,101,1,357,
,,15208,1,4,44,5,H,39,62.1,,,,,t,100,1,357,
693127643,61,15208,1,4,45,5,H,44.7,43,100927,52.2,35.2,,t,1,1,357,
,,100927,1,4,45,5,H,52.2,35.2,,,,,t,100,1,357,
1556396766,62,100927,1,4,46,5,H,52.2,35.2,40691,43.1,27,,t,1,1,357,
,,40691,1,4,47,5,H,43.1,27,,42.5,22.1,,t,101,1,357,
,,40691,1,4,47,5,H,43.1,27,,,,,t,100,1,357,
1109228411,63,40691,1,4,48,5,H,42.5,22.1,15207,62.4,3.7,,t,1,1,357,
,,15207,1,4,50,5,H,62.4,3.7,,62.7,4.7,,t,101,1,357,
,,15207,1,4,50,5,H,62.4,3.7,,,,,t,100,1,357,
756694967,64,15207,1,4,51,5,H,62.7,4.7,37605,72.6,37,,t,1,1,357,
,,37605,1,4,51,5,H,72.6,37,,,,,t,100,1,357,
1383309709,65,37605,1,4,52,5,H,72.6,37,55634,92.3,19.1,,t,1,1,357,
1778967979,66,55634,0,4,55,5,H,94.2,23.6,,87.8,45.4,,t,1,1,357,
50096933,33,39462,1,4,56,5,A,12.9,60.8,42899,,,,f,8,1,632,
1694754337,34,42899,1,4,57,5,A,3.7,45.5,,,,,f,52,1,632,
906268161,35,42899,1,5,3,6,A,13.4,41,19054,64.3,23.6,,t,1,1,632,
1668178078,36,19054,0,5,5,6,A,64.3,23.6,,,,,f,61,1,632,
1581088875,67,38392,0,5,7,6,H,37.8,92.3,,,,,f,61,1,357,
641144699,37,19054,0,5,16,6,A,67.4,6.8,,75.6,13.5,,t,1,1,632,
635760527,68,41316,1,5,18,6,H,21.7,85.6,,,,,f,8,1,357,
1789914377,69,41316,1,5,19,6,H,21.7,85.6,44989,29.2,82.4,,t,1,1,357,
1719436660,70,44989,0,5,24,6,H,29.6,79.7,,30.8,75.3,,t,1,1,357,
1855004017,38,19054,1,5,26,6,A,84.1,-1.3,,,,,f,5,1,632,
198924861,71,44989,0,5,26,6,H,15.9,101.3,,,,,f,5,1,357,
836127708,39,20658,1,5,49,6,A,85.1,0,39462,65.6,4.6,,f,1,1,632,
,,39462,1,5,51,6,A,65.6,4.6,,,,,f,100,1,632,
,,39462,1,5,51,6,A,65.6,4.6,,65.3,4.7,,f,101,1,632,
367258393,40,39462,1,5,52,6,A,65.3,4.7,28525,47,54.9,,t,1,1,632,
,,28525,1,5,55,6,A,47,54.9,,,,,t,100,1,632,
,,28525,1,5,55,6,A,47,54.9,,48.4,55.4,,t,101,1,632,
1982072071,41,28525,1,5,56,6,A,48.4,55.4,32644,57.4,63.7,,t,1,1,632,
,,32644,1,5,57,6,A,57.4,63.7,,,,,t,100,1,632,
2069286927,42,32644,1,5,58,6,A,57.4,63.7,58893,60.8,94.8,,t,1,1,632,
994844264,43,58893,0,6,0,7,A,60.8,94.8,,67.2,90.8,,t,1,1,632,
1640758431,72,15207,1,6,2,7,H,32.2,14.9,5155,61.2,21.5,,t,1,1,357,
1713547603,73,5155,1,6,4,7,H,60.5,19.4,,,,,f,49,1,357,
190826222,74,5155,1,6,5,7,H,59.9,14.4,55634,56.9,4.4,,t,1,1,357,
,,55634,1,6,5,7,H,56.9,4.4,,,,,t,100,1,357,
,,55634,1,6,5,7,H,56.9,4.4,,56.3,4.4,,t,101,1,357,
1879727462,75,55634,1,6,6,7,H,56.3,4.4,15207,37.1,15.6,,t,1,1,357,
,,15207,1,6,7,7,H,37.1,15.6,,35.8,15.9,,t,101,1,357,
,,15207,1,6,7,7,H,37.1,15.6,,,,,t,100,1,357,
20392967,76,15207,1,6,8,7,H,35.8,15.9,15208,40.4,31.3,,t,1,1,357,
,,15208,1,6,9,7,H,40.4,31.3,,,,,t,100,1,357,
768287581,77,15208,1,6,10,7,H,40.4,31.3,44989,43.8,45.4,,t,1,1,357,
,,44989,1,6,12,7,H,43.8,45.4,,54.5,29.8,,t,101,1,357,
,,44989,1,6,12,7,H,43.8,45.4,,,,,t,100,1,357,
1101333339,78,44989,1,6,13,7,H,54.5,29.8,55634,67.9,5.2,,t,1,1,357,
,,55634,1,6,15,7,H,67.9,5.2,,68.4,5.9,,t,101,1,357,
,,55634,1,6,15,7,H,67.9,5.2,,,,,t,100,1,357,
1987264889,79,55634,1,6,16,7,H,68.4,5.9,15207,56.9,18.2,,t,1,1,357,
,,15207,1,6,17,7,H,56.9,18.2,,,,,t,100,1,357,
614305616,80,15207,1,6,18,7,H,56.9,18.2,44989,62.3,26.4,,t,1,1,357,
,,44989,1,6,18,7,H,62.3,26.4,,,,,t,100,1,357,
727460203,81,44989,1,6,19,7,H,62.3,26.4,15207,57.7,11.9,,t,1,1,357,
429446569,82,15207,0,6,21,7,H,57.7,11.9,,97.3,16.1,,t,1,1,357,
806064253,44,15312,1,6,25,7,A,5.5,89.9,,,,,f,12,1,632,
388381503,83,15207,1,6,25,7,H,0,0,,,,,f,43,1,357,
966085698,45,15312,0,6,26,7,A,4.2,100.9,,,,,f,5,1,632,
340776437,84,15207,1,6,26,7,H,95.8,-0.9,55634,,,,f,5,1,357,
1351029808,85,55634,1,6,32,7,H,96.9,0,100927,92.8,13.5,,f,1,1,357,
,,100927,1,6,32,7,H,92.8,13.5,,,,,f,100,1,357,
2127082770,86,100927,1,6,33,7,H,92.8,13.5,55634,93.1,5.3,,t,1,1,357,
,,55634,1,6,33,7,H,93.1,5.3,,,,,t,100,1,357,
1989533702,87,55634,1,6,34,7,H,93.1,5.3,15207,72,15.3,,t,1,1,357,
,,15207,1,6,36,7,H,72,15.3,,,,,t,100,1,357,
,,15207,1,6,36,7,H,72,15.3,,70.6,19.1,,t,101,1,357,
729554409,88,15207,1,6,37,7,H,70.6,19.1,,89.8,7.1,,t,1,1,357,
1544465539,46,42899,1,6,40,7,A,4.1,55.5,,,,,f,52,1,632,
559917156,89,55634,0,6,40,7,H,90,7.6,,96.4,48.4,,f,1,1,357,
1526269168,47,42899,0,6,54,7,A,13.5,56.6,,45.3,33.1,,t,1,1,632,
2073640980,90,41316,1,6,56,7,H,53.8,80.6,,,,,f,49,1,357,
2121695118,91,41316,1,6,56,7,H,53.8,80.6,37605,63.6,96.3,,t,1,1,357,
,,37605,1,6,57,7,H,63.6,96.3,,,,,t,100,1,357,
416354604,92,37605,1,6,58,7,H,63.6,96.3,44989,60,90.3,,t,1,1,357,
,,44989,1,6,58,7,H,60,90.3,,60.7,88.7,,t,101,1,357,
,,44989,1,6,58,7,H,60,90.3,,,,,t,100,1,357,
1242131351,93,44989,1,6,59,7,H,60.7,88.7,41316,56,93.9,,t,1,1,357,
,,41316,1,7,0,8,H,56,93.9,,56,92.1,,t,101,1,357,
,,41316,1,7,0,8,H,56,93.9,,,,,t,100,1,357,
740140301,94,41316,1,7,1,8,H,56,92.1,15208,53.8,75.3,,t,1,1,357,
,,15208,1,7,3,8,H,53.8,75.3,,53.8,74.4,,t,101,1,357,
,,15208,1,7,3,8,H,53.8,75.3,,,,,t,100,1,357,
526781368,95,15208,1,7,4,8,H,53.8,74.4,37605,65.6,95.4,,t,1,1,357,
,,37605,1,7,7,8,H,65.6,95.4,,,,,t,100,1,357,
,,37605,1,7,7,8,H,65.6,95.4,,69.8,96,,t,101,1,357,
741226775,96,37605,1,7,8,8,H,69.8,96,15208,60.6,83.5,,t,1,1,357,
,,15208,1,7,11,8,H,60.6,83.5,,61,77.9,,t,101,1,357,
,,15208,1,7,11,8,H,60.6,83.5,,,,,t,100,1,357,
1680175009,97,15208,1,7,12,8,H,61,77.9,100927,65.4,59.6,,t,1,1,357,
,,100927,1,7,13,8,H,65.4,59.6,,,,,t,100,1,357,
918196772,98,100927,1,7,14,8,H,65.4,59.6,15207,59.3,11.4,,t,1,1,357,
,,15207,1,7,15,8,H,59.3,11.4,,57.6,13.4,,t,101,1,357,
,,15207,1,7,15,8,H,59.3,11.4,,,,,t,100,1,357,
794902414,99,15207,1,7,16,8,H,57.6,13.4,15208,60.2,27.9,,t,1,1,357,
,,15208,1,7,19,8,H,60.2,27.9,,,,,t,100,1,357,
,,15208,1,7,19,8,H,60.2,27.9,,60.8,26.7,,t,101,1,357,
449076802,100,15208,1,7,20,8,H,60.8,26.7,100927,70.4,23.7,,t,1,1,357,
,,100927,1,7,21,8,H,70.4,23.7,,,,,t,100,1,357,
575309792,101,100927,1,7,22,8,H,70.4,23.7,55634,74.4,14.3,,t,1,1,357,
,,55634,1,7,22,8,H,74.4,14.3,,74.9,13.1,,t,101,1,357,
,,55634,1,7,22,8,H,74.4,14.3,,,,,t,100,1,357,
2039870411,102,55634,1,7,23,8,H,74.9,13.1,15207,64.2,21.2,,t,1,1,357,
,,15207,1,7,25,8,H,64.2,21.2,,64.2,30.1,,t,101,1,357,
,,15207,1,7,25,8,H,64.2,21.2,,,,,t,100,1,357,
745565510,103,15207,1,7,26,8,H,64.2,30.1,38392,54.3,61.1,,t,1,1,357,
,,38392,1,7,27,8,H,54.3,61.1,,,,,t,100,1,357,
,,38392,1,7,27,8,H,54.3,61.1,,54.3,61.4,,t,101,1,357,
1181728354,104,38392,1,7,28,8,H,54.3,61.4,41316,62.4,91.4,,t,1,1,357,
,,41316,1,7,31,8,H,62.4,91.4,,,,,t,100,1,357,
,,41316,1,7,31,8,H,62.4,91.4,,63.6,93.9,,t,101,1,357,
1351910220,105,41316,1,7,32,8,H,63.6,93.9,38392,45.1,80.9,,t,1,1,357,
,,38392,1,7,32,8,H,45.1,80.9,,,,,t,100,1,357,
39917407,106,38392,1,7,33,8,H,45.1,80.9,44989,57.2,86,,t,1,1,357,
,,44989,1,7,36,8,H,57.2,86,,,,,t,100,1,357,
,,44989,1,7,36,8,H,57.2,86,,57.2,85.4,,t,101,1,357,
338243079,107,44989,1,7,37,8,H,57.2,85.4,38392,42.5,72.1,,t,1,1,357,
,,38392,1,7,38,8,H,42.5,72.1,,,,,t,100,1,357,
1991443721,108,38392,1,7,39,8,H,42.5,72.1,44989,54.3,91.7,,t,1,1,357,
,,44989,1,7,40,8,H,54.3,91.7,,,,,t,100,1,357,
1632837817,109,44989,1,7,41,8,H,54.3,91.7,15208,54.9,69.9,,t,1,1,357,
,,15208,1,7,44,8,H,54.9,69.9,,53.4,62.3,,t,101,1,357,
,,15208,1,7,44,8,H,54.9,69.9,,,,,t,100,1,357,
2094549247,110,15208,1,7,45,8,H,53.4,62.3,15207,65.2,9.7,,t,1,1,357,
,,15207,1,7,49,8,H,65.2,9.7,,,,,t,100,1,357,
,,15207,1,7,49,8,H,65.2,9.7,,69.9,28.2,,t,101,1,357,
560885968,111,15207,1,7,50,8,H,69.9,28.2,,69.2,54.2,,t,1,1,357,
1051711816,48,32644,1,7,55,8,A,28.7,58.2,,,,,f,74,1,632,
1225638214,112,44989,0,7,55,8,H,69.6,53.6,,72.2,50,,t,1,1,357,
1524542181,49,55661,1,7,57,8,A,35.7,57.3,,,,,f,49,1,632,
332084620,50,55661,1,7,57,8,A,34.5,56.3,19054,43,33,,t,1,1,632,
723432600,51,19054,1,8,2,9,A,0,0,,,,,f,43,1,632,
67344658,52,19054,1,8,2,9,A,76,13.9,,,,,f,3,1,632,
1847319265,113,38392,0,8,2,9,H,24,86.1,,,,,f,45,1,357,
215602537,53,19054,0,8,7,9,A,95.8,28.5,,90.9,36.6,,t,1,1,632,
1969641733,114,15208,1,8,9,9,H,7.5,64,38392,10.1,77,,t,1,1,357,
45304961,115,38392,1,8,11,9,H,10.5,78.1,,,,,f,49,1,357,
1924701210,116,38392,1,8,13,9,H,25.3,86.5,100927,29.2,47.6,,t,1,1,357,
,,100927,1,8,15,9,H,29.2,47.6,,31.1,43.6,,t,101,1,357,
,,100927,1,8,15,9,H,29.2,47.6,,,,,t,100,1,357,
1971857139,117,100927,1,8,16,9,H,31.1,43.6,15207,37.3,23.9,,t,1,1,357,
,,15207,1,8,19,9,H,37.3,23.9,,44,28,,t,101,1,357,
,,15207,1,8,19,9,H,37.3,23.9,,,,,t,100,1,357,
1168795719,118,15207,1,8,20,9,H,44,28,15208,43.3,53.6,,t,1,1,357,
,,15208,1,8,22,9,H,43.3,53.6,,44.7,54,,t,101,1,357,
,,15208,1,8,22,9,H,43.3,53.6,,,,,t,100,1,357,
578732449,119,15208,1,8,23,9,H,44.7,54,37605,63.9,60.8,,t,1,1,357,
,,37605,1,8,23,9,H,63.9,60.8,,,,,t,100,1,357,
414794138,120,37605,1,8,24,9,H,63.9,60.8,44989,54.9,63.1,,t,1,1,357,
,,44989,1,8,26,9,H,54.9,63.1,,,,,t,100,1,357,
692499894,121,44989,1,8,27,9,H,54.9,63.1,15207,68.7,25.2,,t,1,1,357,
,,15207,1,8,28,9,H,68.7,25.2,,,,,t,100,1,357,
,,15207,1,8,28,9,H,68.7,25.2,,68.7,27,,t,101,1,357,
870516220,122,15207,1,8,29,9,H,68.7,27,37605,72.3,33.4,,t,1,1,357,
345012703,123,37605,0,8,35,9,H,72.9,7.6,,69.4,8.8,,t,1,1,357,
61811825,54,39462,1,8,36,9,A,30.1,89.4,,,,,f,74,1,632,
781528497,55,39462,0,8,37,9,A,32,101.5,,,,,f,5,1,632,
1451248161,124,37605,1,8,37,9,H,68,-1.5,55634,,,,f,5,1,357,
1563098410,125,55634,1,8,41,9,H,69.5,0,40691,59,23,,f,1,1,357,
,,40691,1,8,45,9,H,59,23,,,,,f,100,1,357,
,,40691,1,8,45,9,H,59,23,,59.8,22.4,,f,101,1,357,
120870953,126,40691,1,8,46,9,H,59.8,22.4,15207,63.4,2.8,,t,1,1,357,
,,15207,1,8,47,9,H,63.4,2.8,,,,,t,100,1,357,
,,15207,1,8,47,9,H,63.4,2.8,,61.8,10.1,,t,101,1,357,
1525658364,127,15207,1,8,48,9,H,61.8,10.1,15208,61.6,33.6,,t,1,1,357,
,,15208,1,8,51,9,H,61.6,33.6,,,,,t,100,1,357,
,,15208,1,8,51,9,H,61.6,33.6,,65,32.7,,t,101,1,357,
1147461891,128,15208,1,8,52,9,H,65,32.7,37605,72.5,15.8,,t,1,1,357,
,,37605,1,8,54,9,H,72.5,15.8,,,,,t,100,1,357,
,,37605,1,8,54,9,H,72.5,15.8,,72,19.2,,t,101,1,357,
1542859658,129,37605,1,8,55,9,H,72,19.2,15208,69.1,39.8,,t,1,1,357,
,,15208,1,8,57,9,H,69.1,39.8,,,,,t,100,1,357,
,,15208,1,8,57,9,H,69.1,39.8,,66.1,40,,t,101,1,357,
1352578229,130,15208,1,8,58,9,H,66.1,40,55634,74,39.2,,t,1,1,357,
,,55634,1,8,58,9,H,74,39.2,,,,,t,100,1,357,
1350746640,131,55634,1,8,59,9,H,74,39.2,15208,64.2,38.5,,t,1,1,357,
,,15208,1,8,59,9,H,64.2,38.5,,,,,t,100,1,357,
1065530624,132,15208,1,9,0,10,H,64.2,38.5,,76.3,39.5,,t,1,1,357,
1544914887,56,15312,1,9,2,10,A,25.5,56.6,,,,,f,8,1,632,
1954884997,133,55634,0,9,2,10,H,76.7,39.2,,74.8,45.7,,t,1,1,357,
