id,event_id,player_id,outcome,min,sec,displaymin,side,x,y,to,to_x,to_y,to_z,field_pass,type,period,team,qualifiers/31
1322305019,686,5155,1,65,43,64,H,53,63,,,,,f,4,2,357,
114039674,484,32644,1,65,45,64,A,0,0,,,,,f,17,2,632,
85334244,687,44989,1,66,6,65,H,54.4,61.4,41316,53.1,89.6,,f,1,2,357,
,,41316,1,66,6,65,H,53.1,89.6,,,,,f,100,2,357,
1511224044,688,41316,1,66,7,65,H,53.1,89.6,66842,64.4,94.8,,t,1,2,357,
,,66842,1,66,7,65,H,64.4,94.8,,,,,t,100,2,357,
594592624,689,66842,1,66,8,65,H,64.4,94.8,41316,56.9,94.2,,t,1,2,357,
,,41316,1,66,8,65,H,56.9,94.2,,,,,t,100,2,357,
1337701600,690,41316,1,66,9,65,H,56.9,94.2,66842,65.9,96.3,,t,1,2,357,
,,66842,1,66,11,65,H,65.9,96.3,,,,,t,100,2,357,
,,66842,1,66,11,65,H,65.9,96.3,,65.9,93.9,,t,101,2,357,
15564785,691,66842,1,66,12,65,H,65.9,93.9,,65.7,82.3,,t,1,2,357,
1917643146,485,32644,0,66,13,65,A,35.6,17.2,,,,,f,7,2,632,
1893505583,692,41316,0,66,13,65,H,64.4,82.8,66842,,,,f,3,2,357,
624378588,693,66842,1,66,17,65,H,60.1,95.4,38392,37.2,66.4,,t,1,2,357,
,,38392,1,66,20,65,H,37.2,66.4,,,,,t,100,2,357,
,,38392,1,66,20,65,H,37.2,66.4,,39.4,63,,t,101,2,357,
1252302609,694,38392,1,66,21,65,H,39.4,63,40691,43.3,39.2,,t,1,2,357,
,,40691,1,66,22,65,H,43.3,39.2,,,,,t,100,2,357,
1237938227,695,40691,1,66,23,65,H,43.3,39.2,15207,57.2,5.3,,t,1,2,357,
,,15207,1,66,25,65,H,57.2,5.3,,,,,t,100,2,357,
,,15207,1,66,25,65,H,57.2,5.3,,57.1,4.6,,t,101,2,357,
74205850,696,15207,1,66,26,65,H,57.1,4.6,40691,43.8,28.8,,t,1,2,357,
,,40691,1,66,27,65,H,43.8,28.8,,41.9,26.4,,t,101,2,357,
,,40691,1,66,27,65,H,43.8,28.8,,,,,t,100,2,357,
599992134,697,40691,1,66,28,65,H,41.9,26.4,15207,45.1,4.3,,t,1,2,357,
,,15207,1,66,29,65,H,45.1,4.3,,,,,t,100,2,357,
,,15207,1,66,29,65,H,45.1,4.3,,44.1,3.4,,t,101,2,357,
1496507225,698,15207,1,66,30,65,H,44.1,3.4,15208,61.3,4.9,,t,1,2,357,
,,15208,1,66,34,65,H,61.3,4.9,,,,,t,100,2,357,
,,15208,1,66,34,65,H,61.3,4.9,,66.6,6.1,,t,101,2,357,
286362635,699,15208,1,66,35,65,H,66.6,6.1,55634,77.8,4.3,,t,1,2,357,
,,55634,1,66,36,65,H,77.8,4.3,,,,,t,100,2,357,
1361572816,700,55634,1,66,37,65,H,77.8,4.3,,65.4,3.4,,t,1,2,357,
365194269,486,37572,0,66,42,65,A,36.4,97.2,,,,,f,4,2,632,
1619024428,702,15208,1,66,42,65,H,63.6,2.8,,,,,f,4,2,357,
226334348,487,37572,1,66,48,65,A,0,0,,,,,f,17,2,632,
1655443056,703,15207,1,67,16,66,H,66.7,2.6,15208,57.8,4.3,,f,1,2,357,
,,15208,1,67,16,66,H,57.8,4.3,,,,,f,100,2,357,
319607306,704,15208,1,67,17,66,H,57.8,4.3,40691,52.3,14.7,,t,1,2,357,
,,40691,1,67,17,66,H,52.3,14.7,,,,,t,100,2,357,
311325773,705,40691,1,67,18,66,H,52.3,14.7,15208,59.5,3.2,,t,1,2,357,
,,15208,1,67,20,66,H,59.5,3.2,,,,,t,100,2,357,
478710061,706,15208,1,67,21,66,H,59.5,3.2,40691,46.1,13.8,,t,1,2,357,
,,40691,1,67,22,66,H,46.1,13.8,,45.9,28.5,,t,101,2,357,
,,40691,1,67,22,66,H,46.1,13.8,,,,,t,100,2,357,
136043008,707,40691,1,67,23,66,H,45.9,28.5,38392,33.5,52.1,,t,1,2,357,
,,38392,1,67,25,66,H,33.5,52.1,,,,,t,100,2,357,
,,38392,1,67,25,66,H,33.5,52.1,,39.6,59.9,,t,101,2,357,
1639548095,708,38392,1,67,26,66,H,39.6,59.9,41316,59,95.4,,t,1,2,357,
,,41316,1,67,30,66,H,59,95.4,,59.4,91.7,,t,101,2,357,
,,41316,1,67,30,66,H,59,95.4,,,,,t,100,2,357,
1848363467,709,41316,1,67,31,66,H,59.4,91.7,38392,42.2,67,,t,1,2,357,
,,38392,1,67,33,66,H,42.2,67,,,,,t,100,2,357,
1914655446,710,38392,1,67,34,66,H,42.2,67,41316,61.2,97.1,,t,1,2,357,
,,41316,1,67,36,66,H,61.2,97.1,,,,,t,100,2,357,
,,41316,1,67,36,66,H,61.2,97.1,,59.6,95,,t,101,2,357,
690994483,711,41316,1,67,37,66,H,59.6,95,,66.4,98,,t,1,2,357,
1401215542,488,20658,1,67,40,66,A,36,2.7,,,,,f,7,2,632,
2002153987,712,37605,1,67,40,66,H,64,97.3,,,,,f,50,2,357,
1900030051,489,20658,0,67,41,66,A,37.2,-1,,,,,f,5,2,632,
1120168675,713,37605,1,67,41,66,H,62.8,101,41316,,,,f,5,2,357,
1793018247,714,41316,0,67,48,66,H,62,100,,56.9,66.9,,f,1,2,357,
1101545981,490,19054,1,67,49,66,A,44.4,34.3,,,,,f,49,2,632,
1151177952,491,19054,1,67,51,66,A,57.8,47.3,,,,,f,3,2,632,
54940127,715,37605,0,67,51,66,H,42.2,52.7,,,,,f,45,2,357,
961632550,492,19054,1,67,53,66,A,56.8,52.2,39462,66.2,63.1,,t,1,2,632,
195245782,493,39462,1,67,55,66,A,0,0,,72.5,62.1,,f,43,2,632,
2096455230,494,39462,1,67,55,66,A,69.8,61.4,,,,,f,4,2,632,
1454752569,716,5155,0,67,55,66,H,30.2,38.6,,,,,f,4,2,357,
63950646,495,19054,0,68,24,67,A,68,62,,92.1,44,,f,1,2,632,
1736033676,717,20388,1,68,27,67,H,8.7,52.2,,,,,f,11,2,357,
2135854746,718,20388,1,68,29,67,H,15.9,54.9,15207,33.8,7.9,,f,1,2,357,
,,15207,1,68,30,67,H,33.8,7.9,,,,,f,100,2,357,
,,15207,1,68,30,67,H,33.8,7.9,,33,5.2,,f,101,2,357,
895448859,719,15207,1,68,31,67,H,33,5.2,55634,45.9,2.6,,t,1,2,357,
193840552,720,55634,0,68,35,67,H,61.8,5.6,,84.9,53.1,,t,1,2,357,
311224005,496,15312,1,68,37,67,A,15.2,43.1,42899,6.7,46.4,,t,1,2,632,
1604267213,497,42899,1,68,39,67,A,6.7,46.4,,,,,f,52,2,632,
629798114,498,42899,1,68,48,67,A,14.7,48.1,32644,20.6,68.5,,f,1,2,632,
,,32644,1,68,49,67,A,20.6,68.5,,,,,f,100,2,632,
636029477,499,32644,1,68,50,67,A,20.6,68.5,39462,33.6,66.7,,t,1,2,632,
,,39462,1,68,51,67,A,33.6,66.7,,,,,t,100,2,632,
,,39462,1,68,51,67,A,33.6,66.7,,34.4,67.2,,t,101,2,632,
785115339,500,39462,1,68,52,67,A,34.4,67.2,19054,42.3,78.5,,t,1,2,632,
,,19054,1,68,53,67,A,42.3,78.5,,44.6,82.4,,t,101,2,632,
,,19054,1,68,53,67,A,42.3,78.5,,,,,t,100,2,632,
882560900,501,19054,1,68,54,67,A,44.6,82.4,37572,60.9,78.4,,t,1,2,632,
184688019,502,37572,1,69,0,68,A,68.6,97.2,,,,,f,50,2,632,
661886398,721,40691,1,69,0,68,H,31.4,2.8,55634,,,,f,7,2,357,
1105961113,722,55634,1,69,2,68,H,40.7,2.8,,,,,f,49,2,357,
430812668,723,55634,1,69,3,68,H,40.7,2.8,,52.2,13.7,,t,1,2,357,
1666307269,503,39462,0,69,5,68,A,48.3,83.4,,,,,f,4,2,632,
415730408,724,37605,1,69,5,68,H,51.7,16.6,15208,,,,f,4,2,357,
1510158621,726,15208,1,69,15,68,H,56.6,10.1,15207,61.6,3.4,,f,1,2,357,
,,15207,1,69,15,68,H,61.6,3.4,,,,,f,100,2,357,
61635773,727,15207,1,69,16,68,H,61.6,3.4,37605,63.6,17.1,,t,1,2,357,
,,37605,1,69,16,68,H,63.6,17.1,,,,,t,100,2,357,
,,37605,1,69,16,68,H,63.6,17.1,,63.5,18.5,,t,101,2,357,
1762500423,728,37605,1,69,17,68,H,63.5,18.5,55634,73.1,21,,t,1,2,357,
,,55634,1,69,17,68,H,73.1,21,,,,,t,100,2,357,
,,55634,1,69,17,68,H,73.1,21,,73.6,21.5,,t,101,2,357,
59983993,729,55634,1,69,18,68,H,73.6,21.5,37605,68.4,28.9,,t,1,2,357,
1746804696,730,37605,0,69,20,68,H,71.3,31,,87.7,62.1,,t,1,2,357,
1040985710,504,20658,1,69,23,68,A,12.3,31.3,40232,,,,f,12,2,632,
859807391,505,40232,1,69,28,68,A,39,3.7,,,,,f,49,2,632,
1520312842,506,40232,1,69,31,68,A,36.4,4.4,55661,42.1,7.6,,t,1,2,632,
364438347,507,55661,1,69,33,68,A,41.9,6.4,,,,,f,61,2,632,
1381367064,731,44989,0,69,34,68,H,57.2,92,,,,,f,4,2,357,
961113498,509,15312,1,69,51,68,A,40.2,6.8,28525,32.5,58.5,,f,1,2,632,
,,28525,1,69,53,68,A,32.5,58.5,,34.4,62,,f,101,2,632,
,,28525,1,69,53,68,A,32.5,58.5,,,,,f,100,2,632,
1458880886,510,28525,1,69,54,68,A,34.4,62,58893,41.9,92.9,,t,1,2,632,
,,58893,1,69,56,68,A,41.9,92.9,,,,,t,100,2,632,
70844656,511,58893,1,69,57,68,A,41.9,92.9,39462,44.5,86.2,,t,1,2,632,
,,39462,1,69,57,68,A,44.5,86.2,,,,,t,100,2,632,
829581183,512,39462,1,69,58,68,A,44.5,86.2,58893,39,91.8,,t,1,2,632,
,,58893,1,69,58,68,A,39,91.8,,,,,t,100,2,632,
1012632093,513,58893,1,69,59,68,A,39,91.8,32644,39.2,65.5,,t,1,2,632,
,,32644,1,70,1,69,A,39.2,65.5,,,,,t,100,2,632,
,,32644,1,70,1,69,A,39.2,65.5,,32.7,64.8,,t,101,2,632,
356919313,514,32644,1,70,2,69,A,32.7,64.8,15312,31.9,30.7,,t,1,2,632,
,,15312,1,70,3,69,A,31.9,30.7,,32.2,28.5,,t,101,2,632,
,,15312,1,70,3,69,A,31.9,30.7,,,,,t,100,2,632,
39527129,515,15312,1,70,4,69,A,32.2,28.5,20658,40.5,4.6,,t,1,2,632,
,,20658,1,70,6,69,A,40.5,4.6,,,,,t,100,2,632,
,,20658,1,70,6,69,A,40.5,4.6,,38.3,5.6,,t,101,2,632,
235612340,516,20658,1,70,7,69,A,38.3,5.6,15312,32.2,25.8,,t,1,2,632,
,,15312,1,70,8,69,A,32.2,25.8,,,,,t,100,2,632,
,,15312,1,70,8,69,A,32.2,25.8,,32.2,26.5,,t,101,2,632,
1852322625,517,15312,1,70,9,69,A,32.2,26.5,32644,39.3,32.4,,t,1,2,632,
,,32644,1,70,10,69,A,39.3,32.4,,,,,t,100,2,632,
,,32644,1,70,10,69,A,39.3,32.4,,43.8,34.6,,t,101,2,632,
1236856659,518,32644,1,70,11,69,A,43.8,34.6,58893,82.2,90.3,,t,1,2,632,
1109975086,519,58893,0,70,17,69,A,88.3,88.1,,87,66.1,,t,1,2,632,
952591072,732,15208,1,70,19,69,H,11.1,32.4,,,,,f,12,2,357,
1334705702,520,58893,1,70,20,69,A,79.3,101.4,,,,,f,5,2,632,
383567135,733,15208,0,70,20,69,H,20.7,-1.4,,,,,f,5,2,357,
1985683385,521,58893,1,70,25,69,A,81.5,100,39462,70.5,92.7,,f,1,2,632,
,,39462,1,70,25,69,A,70.5,92.7,,,,,f,100,2,632,
215471038,522,39462,1,70,26,69,A,70.5,92.7,32644,59.6,73.6,,t,1,2,632,
,,32644,1,70,27,69,A,59.6,73.6,,,,,t,100,2,632,
,,32644,1,70,27,69,A,59.6,73.6,,59,73.3,,t,101,2,632,
1229127783,523,32644,1,70,28,69,A,59,73.3,55661,60.8,60,,t,1,2,632,
287406596,524,55661,0,70,34,69,A,70.6,55.4,,,,,f,3,2,632,
196450949,734,38392,0,70,34,69,H,29.4,44.6,,,,,f,7,2,357,
1714951313,525,15312,1,70,38,69,A,64.3,13.2,20658,73.7,4.1,,t,1,2,632,
1460792835,526,20658,0,70,41,69,A,75.2,5,,93,53.9,,f,1,2,632,
542344046,735,20388,1,70,44,69,H,6.8,49.3,37605,,,,f,41,2,357,
193921951,736,37605,1,70,47,69,H,35.4,53.7,,,,,f,49,2,357,
771762143,737,37605,1,70,47,69,H,35.4,53.7,15208,26,49.1,,t,1,2,357,
,,15208,1,70,47,69,H,26,49.1,,25.4,46.1,,t,101,2,357,
,,15208,1,70,47,69,H,26,49.1,,,,,t,100,2,357,
332663729,738,15208,1,70,48,69,H,25.4,46.1,,34.4,6.2,,t,1,2,357,
488165063,527,39462,0,70,52,69,A,63.5,93.8,,,,,f,45,2,632,
1039160690,739,15207,1,70,52,69,H,36.5,6.2,,,,,f,3,2,357,
1941750682,528,39462,0,70,58,69,A,36.1,95.8,,,,,f,4,2,632,
236054444,740,15207,1,70,58,69,H,63.9,4.2,,,,,f,4,2,357,
1734159068,741,15207,1,71,13,70,H,63.4,2.2,15208,56.2,28.6,,f,1,2,357,
,,15208,1,71,13,70,H,56.2,28.6,,,,,f,100,2,357,
733587117,742,15208,1,71,14,70,H,56.2,28.6,41316,62.9,80,,t,1,2,357,
,,41316,1,71,18,70,H,62.9,80,,62.2,77.3,,t,101,2,357,
,,41316,1,71,18,70,H,62.9,80,,,,,t,100,2,357,
308114262,743,41316,1,71,19,70,H,62.2,77.3,66842,66.4,95.6,,t,1,2,357,
,,66842,1,71,19,70,H,66.4,95.6,,68.7,94.2,,t,101,2,357,
,,66842,1,71,19,70,H,66.4,95.6,,,,,t,100,2,357,
2125591149,744,66842,1,71,20,70,H,68.7,94.2,41316,58.3,83.2,,t,1,2,357,
,,41316,1,71,22,70,H,58.3,83.2,,,,,t,100,2,357,
,,41316,1,71,22,70,H,58.3,83.2,,57.1,85.3,,t,101,2,357,
1621317928,745,41316,1,71,23,70,H,57.1,85.3,66842,69.8,90.2,,t,1,2,357,
,,66842,1,71,23,70,H,69.8,90.2,,70.7,92.4,,t,101,2,357,
,,66842,1,71,23,70,H,69.8,90.2,,,,,t,100,2,357,
15736834,746,66842,1,71,24,70,H,70.7,92.4,41316,58.6,92.1,,t,1,2,357,
,,41316,1,71,24,70,H,58.6,92.1,,,,,t,100,2,357,
,,41316,1,71,24,70,H,58.6,92.1,,59,92.1,,t,101,2,357,
215593856,747,41316,1,71,25,70,H,59,92.1,44989,56.3,77.9,,t,1,2,357,
,,44989,1,71,25,70,H,56.3,77.9,,,,,t,100,2,357,
649802535,748,44989,1,71,26,70,H,56.3,77.9,66842,65.7,80.3,,t,1,2,357,
,,66842,1,71,27,70,H,65.7,80.3,,,,,t,100,2,357,
1584718233,749,66842,1,71,28,70,H,65.7,80.3,41316,77.3,83.2,,t,1,2,357,
1503905703,750,41316,0,71,30,70,H,86.1,83,,96.9,0,,f,1,2,357,
1668502280,529,20658,1,71,34,70,A,4.2,101.8,,,,,f,5,2,632,
673653322,751,41316,0,71,34,70,H,95.8,-1.8,,,,,f,5,2,357,
648107295,530,58893,0,71,53,70,A,7.4,100,,31.2,95,,f,1,2,632,
1293431740,752,15208,1,71,56,70,H,58.2,8,,,,,f,49,2,357,
68997158,753,15208,1,71,56,70,H,58.2,8,37605,69,26.8,,t,1,2,357,
,,37605,1,71,57,70,H,69,26.8,,69.5,28.9,,t,101,2,357,
,,37605,1,71,57,70,H,69,26.8,,,,,t,100,2,357,
1279575170,754,37605,1,71,58,70,H,69.5,28.9,15208,61.1,28.8,,t,1,2,357,
,,15208,1,71,58,70,H,61.1,28.8,,,,,t,100,2,357,
751663585,755,15208,1,71,59,70,H,61.1,28.8,66842,66.2,35.1,,t,1,2,357,
,,66842,1,71,59,70,H,66.2,35.1,,,,,t,100,2,357,
1524870624,756,66842,1,72,0,71,H,66.2,35.1,37605,68.3,26.7,,t,1,2,357,
,,37605,1,72,0,71,H,68.3,26.7,,,,,t,100,2,357,
117666198,757,37605,1,72,1,71,H,68.3,26.7,66842,70.9,33,,t,1,2,357,
671025189,758,66842,0,72,1,71,H,70.9,33,,78.9,31.3,,t,1,2,357,
213311892,531,58893,1,72,2,71,A,20,73.2,,,,,f,8,2,632,
1548805678,759,55634,1,72,3,71,H,84.5,36.9,,88.4,47.3,,t,1,2,357,
1752823610,532,42899,1,72,5,71,A,4.7,52.8,,,,,f,52,2,632,
138293138,760,66842,0,72,5,71,H,88.4,47.3,,,,,f,61,2,357,
372354739,761,66842,0,72,9,71,H,0,0,,,,,f,60,2,357,
1225483561,533,42899,1,72,17,71,A,14.3,44.3,32644,31.5,59.6,,f,1,2,632,
,,32644,1,72,20,71,A,31.5,59.6,,,,,f,100,2,632,
,,32644,1,72,20,71,A,31.5,59.6,,45.6,43.6,,f,101,2,632,
941252617,534,32644,1,72,21,71,A,45.6,43.6,19054,45.8,17.7,,t,1,2,632,
1129995128,535,19054,0,72,26,71,A,59.5,18.8,,,,,f,3,2,632,
481168156,762,44989,1,72,26,71,H,40.5,81.2,66842,,,,f,7,2,357,
1666793702,763,66842,1,72,32,71,H,54,71.3,44989,46.6,79.8,,t,1,2,357,
487897435,764,44989,1,72,33,71,H,51.4,82,,,,,f,49,2,357,
638619008,765,44989,1,72,33,71,H,51.4,82,15208,45.8,67,,t,1,2,357,
,,15208,1,72,33,71,H,45.8,67,,,,,t,100,2,357,
1749477606,766,15208,1,72,34,71,H,45.8,67,41316,38,86.6,,t,1,2,357,
,,41316,1,72,34,71,H,38,86.6,,,,,t,100,2,357,
646251238,767,41316,1,72,35,71,H,38,86.6,44989,57.4,94.4,,t,1,2,357,
,,44989,1,72,38,71,H,57.4,94.4,,,,,t,100,2,357,
965128555,768,44989,1,72,39,71,H,57.4,94.4,66842,60,78.2,,t,1,2,357,
,,66842,1,72,39,71,H,60,78.2,,,,,t,100,2,357,
191651532,769,66842,1,72,40,71,H,60,78.2,,56.6,94.2,,t,1,2,357,
34855848,536,55661,1,72,43,71,A,40,5.8,,,,,f,74,2,632,
572787543,770,44989,0,72,43,71,H,56.8,95.6,,58.4,93.6,,t,1,2,357,
1959806271,771,44989,1,72,44,71,H,0,0,,,,,f,56,2,357,
927083920,537,55661,0,72,45,71,A,43,-1,,,,,f,5,2,632,
1033817815,772,44989,1,72,45,71,H,57,101,41316,,,,f,5,2,357,
1608411697,773,41316,1,73,16,72,H,55.5,100,55634,67.9,78.4,,f,1,2,357,
,,55634,1,73,16,72,H,67.9,78.4,,67.4,79.6,,f,101,2,357,
,,55634,1,73,16,72,H,67.9,78.4,,,,,f,100,2,357,
1899887617,774,55634,1,73,17,72,H,67.4,79.6,66842,79.6,73.6,,t,1,2,357,
,,66842,1,73,18,72,H,79.6,73.6,,,,,t,100,2,357,
891637050,775,66842,1,73,19,72,H,79.6,73.6,,100,25,76.4,f,13,2,357,
811027743,538,55661,1,73,20,72,A,-0.8,73.2,,,,,f,5,2,632,
1819133140,776,66842,0,73,20,72,H,100.8,26.8,,,,,f,5,2,357,
140969315,539,42899,1,73,47,72,A,5.3,56.3,37572,68.3,67.9,,f,1,2,632,
1262896082,540,37572,1,73,52,72,A,66.4,67.6,,,,,f,44,2,632,
1338329430,541,37572,1,73,52,72,A,68.3,67.9,,74.4,43.4,,t,1,2,632,
95797795,777,40691,0,73,52,72,H,33.6,32.4,,,,,f,44,2,357,
1729588281,542,40232,1,73,55,72,A,74.5,39.6,,,,,f,50,2,632,
1291392508,778,41316,0,73,55,72,H,25.5,60.4,,,,,f,7,2,357,
1559432266,544,32644,1,74,0,73,A,58.4,56.9,,,,,f,4,2,632,
173892946,779,5155,0,74,0,73,H,41.6,43.1,,,,,f,4,2,357,
1897265837,545,32644,1,74,10,73,A,56.4,55.4,19054,56.7,46.1,,f,1,2,632,
,,19054,1,74,10,73,A,56.7,46.1,,56,49.3,,f,101,2,632,
,,19054,1,74,10,73,A,56.7,46.1,,,,,f,100,2,632,
1477313376,546,19054,1,74,11,73,A,56,49.3,32644,55.9,57.6,,t,1,2,632,
,,32644,1,74,12,73,A,55.9,57.6,,54.9,57.3,,t,101,2,632,
,,32644,1,74,12,73,A,55.9,57.6,,,,,t,100,2,632,
2102156885,547,32644,1,74,13,73,A,54.9,57.3,15312,46.2,43.4,,t,1,2,632,
,,15312,1,74,13,73,A,46.2,43.4,,,,,t,100,2,632,
238771529,548,15312,1,74,14,73,A,46.2,43.4,19054,53.2,44.2,,t,1,2,632,
,,19054,1,74,17,73,A,53.2,44.2,,53.4,56.4,,t,101,2,632,
,,19054,1,74,17,73,A,53.2,44.2,,,,,t,100,2,632,
1994023023,549,19054,1,74,18,73,A,53.4,56.4,32644,47.1,66.4,,t,1,2,632,
,,32644,1,74,19,73,A,47.1,66.4,,,,,t,100,2,632,
,,32644,1,74,19,73,A,47.1,66.4,,44.9,66.6,,t,101,2,632,
329519783,550,32644,1,74,20,73,A,44.9,66.6,28525,31.8,59.6,,t,1,2,632,
,,28525,1,74,21,73,A,31.8,59.6,,,,,t,100,2,632,
305256024,551,28525,1,74,22,73,A,31.8,59.6,15312,34.5,23.9,,t,1,2,632,
,,15312,1,74,28,73,A,34.5,23.9,,40.7,8.2,,t,101,2,632,
,,15312,1,74,28,73,A,34.5,23.9,,,,,t,100,2,632,
1432998317,552,15312,1,74,29,73,A,40.7,8.2,20658,45.8,3.4,,t,1,2,632,
1595901800,553,20658,0,74,31,73,A,54.1,3.2,,92.9,19.4,,t,1,2,632,
830504877,780,38392,1,74,36,73,H,1.5,86,,,,,f,49,2,357,
783555319,781,38392,1,74,37,73,H,2.1,85.3,41316,16.3,87.7,,t,1,2,357,
971061204,782,41316,0,74,40,73,H,16.2,88,,32,100,,t,1,2,357,
1220716748,554,20658,1,74,43,73,A,72.1,-1,,,,,f,5,2,632,
179540623,783,66842,0,74,43,73,H,32.1,101.4,,,,,f,5,2,357,
1709869609,555,20658,1,75,0,74,A,72.9,0,19054,66.8,3.1,,f,1,2,632,
,,19054,1,75,2,74,A,66.8,3.1,,,,,f,100,2,632,
,,19054,1,75,2,74,A,66.8,3.1,,65.3,4.1,,f,101,2,632,
620452061,556,19054,1,75,3,74,A,65.3,4.1,28525,45.4,43.7,,t,1,2,632,
,,28525,1,75,9,74,A,45.4,43.7,,,,,t,100,2,632,
,,28525,1,75,9,74,A,45.4,43.7,,46.9,56.9,,t,101,2,632,
1816721246,557,28525,1,75,10,74,A,46.9,56.9,19054,78,8.3,,t,1,2,632,
1025205215,558,19054,0,75,14,74,A,78,8.3,,,,,f,61,2,632,
1830159087,559,19054,0,75,15,74,A,90.9,-1.6,,,,,f,5,2,632,
1243359567,784,66842,1,75,15,74,H,9.1,101.6,41316,,,,f,5,2,357,
336024651,785,41316,1,75,33,74,H,8.4,100,5155,22.5,96.8,,f,1,2,357,
771370075,786,5155,0,75,35,74,H,22.5,96.8,,42.5,93.3,,t,1,2,357,
1825639644,560,15312,0,75,36,74,A,60.5,7.1,,75.4,12.3,,t,1,2,632,
1271985897,787,15208,0,75,39,74,H,26.4,75.3,,38.1,70.6,,t,1,2,357,
648581106,561,32644,0,75,40,74,A,64.4,18.8,40232,73.1,39.4,,t,1,2,632,
1759693259,562,40232,0,75,42,74,A,72,40.5,,,,,f,44,2,632,
1779375485,788,38392,1,75,42,74,H,28,59.5,,,,,f,44,2,357,
316241468,789,38392,0,75,42,74,H,29,58.4,,39,70.6,,t,1,2,357,
1866079878,563,32644,1,75,43,74,A,65.6,24,19054,70.8,5.3,,t,1,2,632,
,,19054,1,75,49,74,A,70.8,5.3,,72.9,5.6,,t,101,2,632,
,,19054,1,75,49,74,A,70.8,5.3,,,,,t,100,2,632,
2065633731,564,19054,1,75,50,74,A,72.9,5.6,20658,79.4,3.8,,t,1,2,632,
,,20658,1,75,50,74,A,79.4,3.8,,,,,t,100,2,632,
,,20658,1,75,50,74,A,79.4,3.8,,77.2,4.3,,t,101,2,632,
570827278,565,20658,1,75,51,74,A,77.2,4.3,19054,72.2,7.6,,t,1,2,632,
,,19054,1,75,52,74,A,72.2,7.6,,,,,t,100,2,632,
1342885469,566,19054,1,75,53,74,A,72.2,7.6,20658,75.3,17.7,,t,1,2,632,
,,20658,1,75,53,74,A,75.3,17.7,,,,,t,100,2,632,
716749335,567,20658,1,75,54,74,A,75.3,17.7,55661,70.7,25.2,,t,1,2,632,
,,55661,1,75,54,74,A,70.7,25.2,,,,,t,100,2,632,
1729114349,568,55661,1,75,55,74,A,70.7,25.2,19054,92.3,16.8,,t,1,2,632,
62549073,569,19054,1,75,58,74,A,91.6,18.3,,,,,f,3,2,632,
1295458953,790,37605,0,75,58,74,H,8.4,81.7,,,,,f,45,2,357,
1866847003,570,19054,1,76,2,75,A,78.9,40.9,,100,60.2,5.6,f,13,2,632,
1137777280,571,19054,0,76,4,75,A,101.7,59,,,,,f,5,2,632,
1672536854,791,37605,1,76,4,75,H,-1.7,41,20388,,,,f,5,2,357,
1888536079,792,20388,1,76,49,75,H,5.2,48.7,,61.8,21.9,,f,1,2,357,
583330965,572,58893,0,76,54,75,A,37.8,82.4,,,,,f,44,2,632,
756661970,793,55634,1,76,54,75,H,62.2,17.6,,,,,f,44,2,357,
1923213623,794,55634,1,76,54,75,H,61.8,21.9,,72.1,23.1,,t,1,2,357,
1999596800,573,28525,1,76,59,75,A,29.4,93.2,,,,,f,7,2,632,
334448249,795,5155,1,76,59,75,H,70.6,6.8,,,,,f,50,2,357,
779027610,574,39462,1,77,0,76,A,34.3,93.6,,,,,f,49,2,632,
1907165243,575,39462,0,77,1,76,A,34.5,94.5,,37.6,94.7,,t,1,2,632,
856519914,796,15207,1,77,2,76,H,66.4,5.3,,,,,f,74,2,357,
936549118,797,15207,1,77,3,76,H,66.4,5.3,5155,70.5,4.6,,t,1,2,357,
,,5155,1,77,3,76,H,70.5,4.6,,,,,t,100,2,357,
1888671943,798,5155,1,77,4,76,H,70.5,4.6,37605,69.9,10.1,,t,1,2,357,
,,37605,1,77,4,76,H,69.9,10.1,,,,,t,100,2,357,
1832872367,799,37605,1,77,5,76,H,69.9,10.1,15207,64,3.1,,t,1,2,357,
1093698872,800,15207,0,77,6,76,H,64,3.1,,,,,f,61,2,357,
1111756111,576,39462,1,77,7,76,A,38,101.6,,,,,f,5,2,632,
1016939065,801,15207,0,77,7,76,H,62,-1.6,,,,,f,5,2,357,
114983789,577,58893,1,77,23,76,A,37.3,100,32644,36.3,92.3,,f,1,2,632,
,,32644,1,77,23,76,A,36.3,92.3,,,,,f,100,2,632,
1399373645,578,32644,1,77,24,76,A,36.3,92.3,58893,38.3,97.4,,t,1,2,632,
94570302,579,58893,0,77,25,76,A,38.3,97.4,,38.5,95.4,,t,1,2,632,
484448118,802,55634,1,77,26,76,H,59.1,1.3,,,,,f,8,2,357,
1817136232,580,58893,1,77,27,76,A,38.8,101.2,,,,,f,5,2,632,
65702980,803,55634,0,77,27,76,H,61.2,-1.2,,,,,f,5,2,357,
1298323905,581,58893,1,77,34,76,A,37.7,100,40232,56.5,91.4,,f,1,2,632,
1804487404,582,40232,0,77,37,76,A,56.5,91.4,,66.7,75.6,,t,1,2,632,
2058942066,804,38392,1,77,39,76,H,32.9,39.2,,,,,f,49,2,357,
1352421835,805,38392,1,77,40,76,H,32.9,39.2,20388,15,46.9,,t,1,2,357,
,,20388,1,77,42,76,H,15,46.9,,15.7,48.1,,t,101,2,357,
,,20388,1,77,42,76,H,15,46.9,,,,,t,100,2,357,
